citycode;population;PCT_working_high;Student_per1000;women_per_100;Median_population_age;household_size;pct_unemployment;households_1_person;car_1000;car_killed_1000;pct_nationals;birth_1000;cities_name
PT001C;1875108.0;20.0;78.0;114.1;44.0;2.0;9.0;30.0;47.746.657.074.340.400;0.3;100.0;7.0;Lisboa
PT002C;969686.0;18.0;76.0;112.8;46.0;2.0;11.0;25.0;47.746.657.074.340.400;0.29;100.0;7.0;Porto
PT003C;193671.0;15.0;112.0;109.7;44.0;3.0;8.0;20.0;47.746.657.074.340.400;0.26;100.0;7.0;Braga
PT004C;105828.0;13.0;35.0;115.4;47.0;3.0;12.0;25.0;47.746.657.074.340.400;0.57;100.0;6.0;Funchal
PT005C;141512.0;24.0;259.0;115.1;47.0;2.0;6.0;28.0;47.746.657.074.340.400;0.35;100.0;6.0;Coimbra
PT006C;122300.0;13.0;53.0;111.3;46.0;2.0;9.0;27.0;47.746.657.074.340.400;0.48;100.0;7.0;Setúbal
PT007C;67256.0;12.0;35.0;108.4;41.0;3.0;8.0;20.0;47.746.657.074.340.400;0.15;100.0;9.0;Ponta Delgada
PT008C;81843.0;17.0;173.0;110.7;45.0;2.0;6.0;25.0;47.746.657.074.340.400;0.37;100.0;7.0;Aveiro
PT009C;67396.0;17.0;125.0;111.3;45.0;2.0;9.0;28.0;47.746.657.074.340.400;0.15;100.0;7.0;Faro
PT010C;100041.0;18.0;59.0;112.7;46.0;3.0;7.0;22.0;47.746.657.074.340.400;0.5;100.0;7.0;Viseu
PT011C;85615.0;18.0;40.0;111.4;48.0;3.0;6.0;22.0;47.746.657.074.340.400;0.47;100.0;6.0;Viana do Castelo
PT012C;84439.0;18.0;26.0;106.5;43.0;3.0;9.0;15.0;47.746.657.074.340.400;0.12;100.0;8.0;Paredes
PT013C;64418.0;18.0;0.0;112.2;45.0;3.0;8.0;20.0;47.746.657.074.340.400;0.16;100.0;7.0;Póvoa de Varzim
PT014C;385777.0;13.0;0.0;112.5;43.0;2.0;9.0;25.0;47.746.657.074.340.400;0.16;100.0;7.0;Sintra
PT015C;156348.0;6.0;0.0;106.5;46.0;3.0;7.0;17.0;47.746.657.074.340.400;0.64;100.0;7.0;Guimarães
PT016C;137305.0;10.0;0.0;109.8;43.0;2.0;8.0;24.0;47.746.657.074.340.400;0.44;100.0;7.0;Vila Franca de Xira
RO001C;2131034.0;15.0;81.0;114.0;39.1;3.0;11.0;24.0;231.22;1.23;99.0;4.0;Bucureşti
RO002C;324960.0;15.0;213.0;112.9;37.4;3.0;7.0;20.0;231.22;1.4;100.0;10.0;Cluj-Napoca
RO003C;328186.0;15.0;125.0;114.2;37.8;3.0;10.0;24.0;231.22;2.25;100.0;9.0;Timişoara
RO004C;301269.0;15.0;75.0;112.6;37.5;3.0;14.0;15.0;231.22;1.17;100.0;8.0;Craiova
RO005C;202740.0;15.0;4.0;111.6;40.0;3.0;17.0;16.0;231.22;2.07;100.0;6.0;Brăila
RO006C;221407.0;15.0;73.0;112.4;37.2;3.0;6.0;20.0;231.22;1.27;100.0;9.0;Oradea
RO007C;197155.0;15.0;29.0;110.3;37.3;3.0;22.0;17.0;231.22;1.3;100.0;7.0;Bacău
RO008C;176846.0;15.0;51.0;112.8;39.0;3.0;9.0;23.0;231.22;1.69;100.0;8.0;Arad
RO009C;168697.0;15.0;94.0;113.5;38.5;3.0;9.0;19.0;231.22;1.23;100.0;9.0;Sibiu
RO010C;147674.0;15.0;81.0;112.0;38.5;3.0;10.0;20.0;231.22;0.69;100.0;8.0;Târgu Mureş
RO011C;112786.0;15.0;2.0;113.8;39.0;3.0;12.0;18.0;231.22;0.88;100.0;7.0;Piatra Neamţ
RO012C;75810.0;15.0;4.0;108.2;36.9;3.0;23.0;14.0;231.22;1.1;100.0;8.0;Cǎlǎraşi
RO013C;67121.0;15.0;0.0;109.5;38.4;3.0;25.0;15.0;231.22;2.06;100.0;7.0;Giurgiu
RO014C;74659.0;15.0;73.0;111.3;36.9;3.0;10.0;17.0;231.22;1.47;100.0;8.0;Alba Iulia
RO015C;92205.0;15.0;3.0;113.6;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Focşani
RO016C;95351.0;15.0;30.0;110.0;42.0;3.0;4.0;23.0;231.22;0.88;87.0;8.0;Târgu Jiu
RO017C;86520.0;15.0;0.0;107.7;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Tulcea
RO018C;91884.0;15.0;53.0;112.5;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Târgovişte
RO019C;82931.0;15.0;7.0;108.4;42.0;3.0;4.0;23.0;231.22;0.88;87.0;9.0;Slatina
RO020C;70680.0;15.0;0.0;109.4;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Bârlad
RO021C;69229.0;15.0;2.0;110.6;42.0;3.0;4.0;23.0;231.22;0.88;87.0;8.0;Roman
RO022C;94139.0;15.0;11.0;107.2;42.0;3.0;4.0;23.0;231.22;0.88;87.0;10.0;Bistriţa
RO023C;313021.0;15.0;70.0;113.7;40.3;3.0;4.0;23.0;231.22;0.53;87.0;8.0;Constanţa
RO024C;378954.0;15.0;140.0;108.1;35.7;3.0;4.0;23.0;231.22;1.04;87.0;10.0;Iaşi
RO025C;304050.0;15.0;50.0;107.7;38.1;3.0;4.0;23.0;231.22;1.17;87.0;7.0;Galaţi
RO026C;289360.0;15.0;73.0;112.5;39.9;3.0;4.0;23.0;231.22;2.19;87.0;8.0;Braşov
RO027C;227445.0;15.0;26.0;114.6;39.8;3.0;4.0;23.0;231.22;1.61;87.0;8.0;Ploieşti
RO028C;173985.0;15.0;48.0;113.9;37.8;3.0;4.0;23.0;231.22;2.04;87.0;8.0;Piteşti
RO029C;145444.0;15.0;33.0;109.5;36.1;3.0;4.0;23.0;231.22;1.51;87.0;9.0;Baia Mare
RO030C;132288.0;15.0;4.0;111.8;38.6;3.0;4.0;23.0;231.22;1.44;87.0;7.0;Buzău
RO031C;119788.0;15.0;8.0;111.7;37.8;3.0;4.0;23.0;231.22;0.0;87.0;7.0;Satu Mare
RO032C;120153.0;15.0;0.0;109.4;35.4;3.0;4.0;23.0;231.22;0.78;87.0;8.0;Botoşani
RO033C;117776.0;15.0;8.0;111.2;36.8;3.0;4.0;23.0;231.22;1.71;87.0;8.0;Râmnicu Vâlcea
RO034C;124589.0;15.0;67.0;102.9;36.3;3.0;4.0;23.0;231.22;1.87;87.0;9.0;Suceava
RO035C;106707.0;15.0;17.0;108.9;37.3;3.0;4.0;23.0;231.22;1.78;87.0;7.0;Drobeta-Turnu Severin
SE001C;1745766.0;47.0;43.0;100.8;37.0;2.0;6.0;38.0;237.22;0.15;88.0;14.0;Stockholm
SE002C;564039.0;45.0;62.0;100.4;36.0;2.0;7.0;42.0;258.48;0.09;89.0;14.0;Göteborg
SE003C;333633.0;43.0;49.0;102.2;35.0;2.0;15.0;41.0;276.23;0.15;86.0;16.0;Malmö
SE004C;137481.0;37.0;44.0;99.9;38.0;2.0;5.0;37.0;402.14;0.29;93.0;12.0;Jönköping
SE005C;125080.0;48.0;116.0;99.3;35.0;2.0;5.0;41.0;349.82;0.08;94.0;12.0;Umeå
SE006C;219914.0;50.0;94.0;102.5;36.0;2.0;6.0;39.0;313.71;0.05;90.0;12.0;Uppsala
SE007C;158520.0;46.0;82.0;96.4;36.0;2.0;6.0;40.0;355.24;0.13;93.0;11.0;Linköping
SE008C;150291.0;38.0;55.0;101.9;37.0;2.0;7.0;41.0;360.49;0.2;93.0;12.0;Örebro
SE010C;150134.0;37.0;43.0;99.6;40.0;2.0;9.0;38.0;398.3;0.07;92.0;12.0;Västerås
SE011C;140927.0;32.0;43.0;100.2;39.0;2.0;12.0;38.0;380.76;0.14;92.0;12.0;Norrköping
SE012C;143304.0;34.0;43.0;102.1;39.0;2.0;11.0;39.0;357.02;0.07;90.0;13.0;Helsingborg
SE013C;121274.0;62.0;43.0;101.3;35.0;2.0;6.0;42.0;298.84;0.08;89.0;10.0;Lund
SE014C;111026.0;31.0;43.0;100.9;39.0;2.0;7.0;38.0;396.27;0.18;91.0;12.0;Borås
SI001C;295504.0;42.0;157.0;105.4;42.2;2.0;9.0;41.0;515.14;0.14;88.0;9.0;Ljubljana
SI002C;112682.0;34.0;137.0;101.8;45.4;2.0;12.0;42.0;490.3;0.53;89.0;8.0;Maribor
SK001C;475577.0;33.0;120.0;109.2;42.2;2.0;3.0;37.0;400.28;0.16;97.0;11.0;Bratislava
SK002C;227458.0;22.0;85.0;109.2;42.7;2.0;11.0;31.0;317.52;0.13;99.0;9.0;Košice
SK003C;75317.0;26.0;103.0;112.4;44.1;2.0;8.0;30.0;338.46;0.0;99.0;10.0;Banská Bystrica
SK004C;77610.0;25.0;162.0;109.3;43.6;2.0;10.0;32.0;376.89;0.13;99.0;9.0;Nitra
SK005C;83897.0;23.0;110.0;108.8;42.4;3.0;13.0;29.0;292.63;0.11;99.0;9.0;Prešov
SK006C;81940.0;24.0;98.0;106.0;42.3;3.0;11.0;28.0;329.91;0.12;99.0;10.0;Žilina
SK007C;63194.0;18.0;194.0;107.9;42.9;2.0;7.0;33.0;390.3;0.15;99.0;11.0;Trnava
SK008C;54458.0;22.0;48.0;108.8;44.1;3.0;8.0;29.0;355.22;0.18;99.0;9.0;Trenčín
UK001C;8866541.0;57.0;40.0;100.4;40.1;3.0;5.0;27.0;282.79;0.13;78.0;14.0;London
UK002C;1139249.0;37.0;72.0;102.0;32.6;3.0;8.0;25.0;330.57;0.12;85.0;14.0;Birmingham
UK003C;787020.0;46.0;80.0;103.8;35.4;2.0;3.0;27.0;376.69;0.33;91.0;13.0;Leeds
UK004C;623715.0;47.0;115.0;104.9;35.6;2.0;6.0;39.0;291.15;0.13;85.0;10.0;Glasgow
UK005C;535987.0;29.0;19.0;102.9;36.2;3.0;4.0;27.0;356.83;0.28;91.0;14.0;Bradford
UK006C;493182.0;44.0;119.0;100.7;34.7;2.0;4.0;34.0;276.33;0.12;91.0;12.0;Liverpool
UK007C;515855.0;63.0;114.0;105.1;36.4;2.0;5.0;33.0;326.51;0.1;82.0;9.0;Edinburgh
UK008C;546564.0;52.0;136.0;97.4;30.0;3.0;5.0;32.0;258.06;0.18;80.0;13.0;Manchester
UK009C;363502.0;56.0;117.0;102.1;33.6;2.0;5.0;26.0;370.02;0.22;90.0;11.0;Cardiff
UK010C;580148.0;53.0;104.0;101.0;35.4;2.0;5.0;30.0;351.1;0.34;90.0;10.0;Sheffield
UK011C;461329.0;59.0;54.0;99.6;32.5;2.0;4.0;30.0;377.65;0.15;89.0;13.0;Bristol
UK012C;341049.0;3.360.377.358.490.560;79.0;106.0;35.8;22.370.283.018.867.900;5.0;30.0;329.06;0.12;95.0;13.0;Belfast
UK013C;298019.0;47.0;178.0;97.9;32.4;2.0;5.0;33.0;294.91;0.34;91.0;11.0;Newcastle upon Tyne
UK014C;354379.0;34.0;122.0;99.8;31.6;3.0;5.0;26.0;322.51;0.2;75.0;13.0;Leicester
UK015C;228180.0;54.0;118.0;100.9;37.1;2.0;7.0;37.0;394.73;0.09;83.0;10.0;Aberdeen
UK016C;125339.0;79.0;164.0;93.0;30.6;3.0;5.0;30.0;313.88;0.0;69.0;11.0;Cambridge
UK017C;129672.0;54.0;185.0;101.6;33.7;2.0;6.0;24.0;364.72;0.32;85.0;9.0;Exeter
UK018C;98739.0;29.0;174.0;101.4;33.5;2.0;4.0;38.0;368.89;0.0;83.0;11.0;Lincoln
UK019C;106253.0;31.0;0.0;103.0;39.6;2.0;6.0;20.0;459.98;0.29;95.0;12.0;Gravesham
UK020C;87747.0;32.0;0.0;102.9;38.1;2.0;6.0;28.0;461.09;0.23;95.0;13.0;Stevenage
UK021C;135849.0;38.0;42.0;99.6;42.2;2.0;4.0;28.0;483.05;0.07;94.0;11.0;Wrexham
UK022C;214926.0;44.0;114.0;96.3;33.9;2.0;5.0;33.0;343.34;0.14;91.0;11.0;Portsmouth
UK023C;102103.0;35.0;106.0;102.4;38.3;2.0;2.0;22.0;472.62;0.3;92.0;11.0;Worcester
UK024C;363467.0;41.0;165.0;97.3;32.1;3.0;5.0;26.0;359.94;0.47;84.0;12.0;Coventry
UK025C;260659.0;27.0;60.0;98.4;35.6;2.0;6.0;27.0;340.84;0.23;87.0;13.0;Kingston-upon-Hull
UK026C;255606.0;24.0;56.0;99.1;37.7;2.0;7.0;30.0;401.29;0.08;90.0;13.0;Stoke-on-Trent
UK027C;260967.0;25.0;75.0;101.5;37.7;2.0;8.0;35.0;392.38;0.19;85.0;13.0;Wolverhampton
UK028C;330139.0;37.0;194.0;97.1;29.7;3.0;6.0;36.0;271.13;0.03;79.0;12.0;Nottingham
UK029C;323016.0;39.0;35.0;106.5;44.3;2.0;2.0;31.0;436.94;0.22;95.0;10.0;Wirral
UK030C;190392.0;61.0;134.0;102.3;38.2;2.0;3.0;24.0;448.11;0.21;91.0;9.0;Bath and North East Somerset
UK031C;171460.0;28.0;35.0;102.5;36.9;3.0;4.0;26.0;465.92;0.17;84.0;14.0;Thurrock
UK032C;147833.0;53.0;115.0;100.1;37.5;3.0;4.0;26.0;506.33;0.56;87.0;9.0;Guildford
UK033C;141578.0;37.0;35.0;106.3;44.7;2.0;4.0;28.0;431.77;0.07;98.0;11.0;Thanet
UK034C;128781.0;27.0;35.0;103.5;41.4;2.0;5.0;30.0;492.79;0.08;92.0;12.0;Nuneaton and Bedworth
UK035C;118058.0;47.0;35.0;102.6;43.0;2.0;6.0;24.0;498.63;0.43;89.0;10.0;Tunbridge Wells
UK036C;128404.0;29.0;35.0;105.7;41.9;2.0;4.0;19.0;519.66;0.49;95.0;11.0;Ashford
UK037C;118063.0;37.0;35.0;99.3;42.1;2.0;3.0;24.0;492.43;0.35;82.0;11.0;East Staffordshire
UK038C;106457.0;36.0;35.0;105.4;43.1;2.0;4.0;32.0;435.05;0.19;93.0;10.0;Darlington
UK039C;109829.0;40.0;35.0;107.2;44.8;2.0;2.0;22.0;471.82;0.19;88.0;10.0;Worthing
UK040C;108709.0;25.0;35.0;103.1;42.1;2.0;3.0;33.0;457.01;0.28;96.0;11.0;Mansfield
UK041C;104604.0;33.0;35.0;104.1;44.5;2.0;5.0;27.0;454.26;0.1;93.0;10.0;Chesterfield
UK042C;88116.0;28.0;35.0;102.7;39.9;2.0;6.0;25.0;395.01;0.57;92.0;12.0;Burnley
UK043C;99394.0;9.0;35.0;102.2;45.7;2.0;6.0;29.0;451.13;0.2;91.0;11.0;Great Yarmouth
UK044C;101148.0;61.0;35.0;100.5;40.8;3.0;3.0;19.0;533.63;0.1;89.0;13.0;Woking
UK045C;93131.0;27.0;35.0;104.9;41.8;2.0;11.0;33.0;404.62;0.21;96.0;11.0;Hartlepool
UK046C;99618.0;29.0;35.0;101.9;42.6;2.0;4.0;28.0;489.92;0.2;97.0;11.0;Cannock Chase
UK047C;103206.0;40.0;35.0;106.3;45.7;2.0;6.0;43.0;421.75;0.1;90.0;10.0;Eastbourne
UK048C;92834.0;37.0;35.0;104.6;43.0;2.0;10.0;37.0;401.02;0.11;89.0;12.0;Hastings
UK049C;80613.0;17.0;35.0;102.4;39.7;2.0;6.0;35.0;414.05;0.75;98.0;12.0;Hyndburn
UK050C;85097.0;35.0;35.0;101.0;40.1;2.0;5.0;14.0;499.71;0.0;94.0;11.0;Redditch
UK051C;76603.0;21.0;35.0;103.7;41.2;2.0;6.0;25.0;477.84;0.0;96.0;11.0;Tamworth
UK052C;86393.0;39.0;35.0;105.6;37.5;2.0;4.0;24.0;467.38;0.0;88.0;14.0;Harlow
UK053C;128014.0;29.0;35.0;104.9;41.0;2.0;4.0;32.0;445.75;0.16;96.0;11.0;Halton
UK054C;437936.0;36.0;42.0;101.8;39.4;2.0;5.0;27.0;412.92;0.23;94.0;11.0;Kirklees
UK055C;340070.0;35.0;35.0;106.5;41.4;2.0;4.0;32.0;413.75;0.15;96.0;10.0;North Lanarkshire (Airdrie/Bellshill/Coatbridge/Motherwell)
UK056C;342914.0;26.0;35.0;103.4;41.8;2.0;6.0;28.0;446.32;0.41;93.0;12.0;Wakefield
UK057C;320023.0;26.0;35.0;103.9;42.1;2.0;5.0;29.0;468.01;0.19;94.0;11.0;Dudley
UK058C;325369.0;31.0;35.0;100.5;42.2;2.0;4.0;26.0;441.3;0.18;97.0;10.0;Wigan
UK059C;309741.0;24.0;35.0;101.1;41.3;2.0;6.0;28.0;443.89;0.36;91.0;11.0;Doncaster
UK060C;291410.0;45.0;35.0;104.1;42.5;2.0;3.0;26.0;474.6;0.03;96.0;11.0;Stockport
UK061C;274993.0;32.0;35.0;107.7;46.4;2.0;3.0;32.0;420.7;0.04;94.0;9.0;Sefton
UK062C;326419.0;24.0;35.0;101.6;36.5;3.0;6.0;29.0;373.16;0.18;84.0;14.0;Sandwell
UK063C;277333.0;26.0;51.0;105.1;42.2;2.0;7.0;32.0;384.53;0.11;95.0;10.0;Sunderland
UK064C;285093.0;34.0;23.0;101.6;38.8;2.0;5.0;27.0;403.46;0.21;93.0;13.0;Bolton
UK065C;282336.0;32.0;35.0;103.4;38.2;3.0;5.0;27.0;410.55;0.18;91.0;13.0;Walsall
UK066C;277736.0;32.0;35.0;101.8;38.1;2.0;4.0;29.0;461.1;0.11;95.0;13.0;Medway
UK067C;264023.0;28.0;35.0;103.5;42.1;2.0;5.0;30.0;447.82;0.19;95.0;11.0;Rotherham
UK068C;289275.0;59.0;136.0;99.0;35.4;2.0;8.0;31.0;309.97;0.07;88.0;9.0;Brighton and Hove
UK069C;263085.0;35.0;94.0;100.7;38.3;2.0;5.0;28.0;410.63;0.11;93.0;10.0;Plymouth
UK070C;245973.0;41.0;84.0;100.2;39.6;2.0;6.0;29.0;466.6;0.16;91.0;10.0;Swansea
UK071C;257104.0;41.0;72.0;102.0;36.9;2.0;4.0;28.0;401.95;0.35;88.0;12.0;Derby
UK072C;244270.0;30.0;35.0;102.6;42.5;2.0;6.0;31.0;441.98;0.37;94.0;11.0;Barnsley
UK073C;252578.0;47.0;139.0;95.9;32.2;2.0;6.0;31.0;368.41;0.12;83.0;12.0;Southampton
UK074C;234691.0;32.0;35.0;103.0;37.1;3.0;5.0;28.0;365.71;0.21;92.0;14.0;Oldham
UK075C;252870.0;34.0;80.0;98.4;35.0;2.0;6.0;35.0;343.18;0.2;85.0;14.0;Salford
UK076C;224658.0;29.0;35.0;103.6;40.2;2.0;5.0;33.0;414.43;0.13;92.0;12.0;Tameside
UK077C;235932.0;54.0;35.0;104.5;40.6;2.0;4.0;28.0;451.32;0.38;94.0;11.0;Trafford
UK078C;268064.0;43.0;440.0;102.0;37.6;3.0;5.0;27.0;471.4;0.34;90.0;13.0;Milton Keynes
UK079C;219230.0;27.0;35.0;102.7;38.1;2.0;5.0;32.0;387.77;0.18;91.0;13.0;Rochdale
UK080C;214421.0;43.0;35.0;105.4;43.3;2.0;4.0;28.0;508.43;0.19;95.0;10.0;Solihull
UK081C;225401.0;34.0;53.0;101.4;37.2;2.0;6.0;17.0;469.75;0.14;84.0;13.0;Northampton
UK082C;205229.0;35.0;35.0;106.8;43.4;2.0;4.0;29.0;411.05;0.05;96.0;11.0;North Tyneside
UK083C;202464.0;34.0;35.0;103.2;41.3;2.0;4.0;32.0;363.69;0.35;93.0;10.0;Gateshead
UK084C;209626.0;42.0;35.0;101.4;42.2;2.0;4.0;26.0;498.48;0.19;94.0;10.0;Warrington
UK085C;214384.0;39.0;60.0;97.1;34.2;3.0;5.0;25.0;374.9;0.14;79.0;15.0;Luton
UK086C;209028.0;57.0;120.0;104.1;37.6;2.0;2.0;27.0;390.19;0.24;93.0;9.0;York
UK087C;189868.0;42.0;35.0;104.0;40.4;2.0;4.0;31.0;432.41;0.05;91.0;12.0;Bury
UK088C;221180.0;35.0;35.0;100.4;39.8;2.0;4.0;28.0;468.93;0.41;85.0;12.0;Swindon
UK089C;196850.0;38.0;35.0;102.8;40.4;2.0;7.0;31.0;444.65;0.2;95.0;11.0;Stockton-on-Tees
UK090C;179690.0;34.0;35.0;103.2;43.0;2.0;4.0;32.0;448.67;0.33;95.0;11.0;St. Helens
UK091C;185171.0;24.0;35.0;105.9;39.3;2.0;2.0;20.0;468.71;0.17;94.0;13.0;Basildon
UK092C;194554.0;43.0;35.0;98.5;38.8;2.0;3.0;30.0;431.73;0.1;85.0;10.0;Bournemouth
UK093C;182136.0;34.0;35.0;104.1;41.6;2.0;2.0;32.0;428.74;0.0;92.0;11.0;Southend-on-Sea
UK094C;176784.0;34.0;30.0;101.2;39.4;2.0;4.0;26.0;468.96;0.28;91.0;12.0;Telford and Wrekin
UK095C;159824.0;25.0;35.0;103.9;42.4;2.0;6.0;28.0;419.9;0.13;95.0;11.0;North East Lincolnshire
UK096C;176637.0;42.0;138.0;102.4;41.7;2.0;5.0;24.0;520.38;0.29;92.0;11.0;Chelmsford
UK097C;199978.0;27.0;35.0;99.5;36.5;3.0;6.0;24.0;445.23;0.2;79.0;14.0;Peterborough
UK098C;191311.0;43.0;77.0;101.2;37.9;2.0;3.0;23.0;464.28;0.06;90.0;11.0;Colchester
UK099C;149910.0;31.0;35.0;106.2;43.5;2.0;7.0;33.0;377.77;0.07;98.0;10.0;South Tyneside
UK100C;175533.0;42.0;35.0;102.2;41.0;2.0;3.0;21.0;542.36;0.12;96.0;11.0;Basingstoke and Deane
UK101C;170768.0;45.0;35.0;102.6;40.2;2.0;3.0;25.0;503.05;0.23;85.0;13.0;Bedford
UK102C;148730.0;45.0;129.0;107.3;37.0;2.0;6.0;41.0;353.95;0.07;91.0;10.0;Dundee City
UK103C;160235.0;38.0;35.0;104.3;43.3;2.0;3.0;31.0;476.01;0.25;96.0;9.0;Falkirk
UK104C;163139.0;64.0;35.0;98.1;34.4;2.0;4.0;30.0;389.23;0.06;83.0;13.0;Reading
UK105C;139588.0;28.0;35.0;102.0;43.5;2.0;7.0;31.0;383.45;0.14;94.0;12.0;Blackpool
UK106C;168843.0;42.0;35.0;102.7;41.4;2.0;2.0;20.0;519.49;0.37;92.0;12.0;Maidstone
UK107C;153798.0;42.0;35.0;103.5;40.6;2.0;3.0;27.0;517.86;0.2;95.0;12.0;Dacorum
UK108C;148857.0;30.0;35.0;99.7;36.3;3.0;5.0;28.0;368.96;0.2;92.0;14.0;Blackburn with Darwen
UK109C;152394.0;35.0;38.0;103.3;38.8;2.0;4.0;27.0;456.45;0.46;90.0;13.0;Newport
UK110C;140592.0;31.0;131.0;102.4;36.2;2.0;9.0;34.0;366.64;0.21;91.0;13.0;Middlesbrough
UK111C;154455.0;84.0;272.0;96.0;29.0;3.0;4.0;21.0;300.12;0.13;75.0;11.0;Oxford
UK112C;135514.0;33.0;35.0;105.5;48.6;2.0;5.0;32.0;472.68;0.15;93.0;9.0;Torbay
UK113C;141582.0;52.0;162.0;97.3;35.2;2.0;4.0;26.0;383.76;0.21;88.0;12.0;Preston
UK114C;147234.0;60.0;35.0;104.1;40.9;3.0;4.0;27.0;515.41;0.21;84.0;12.0;St Albans
UK115C;141383.0;62.0;35.0;99.7;39.8;2.0;3.0;24.0;508.67;0.14;85.0;10.0;Warwick
UK116C;129227.0;45.0;84.0;101.2;41.9;2.0;4.0;38.0;456.07;0.4;96.0;9.0;Newcastle-under-Lyme
UK117C;140745.0;50.0;143.0;101.7;33.3;2.0;4.0;28.0;350.29;0.0;87.0;11.0;Norwich
UK118C;148940.0;47.0;35.0;98.3;34.8;3.0;4.0;25.0;415.43;0.47;78.0;16.0;Slough
UK119C;339244.0;46.0;45.0;105.1;44.4;2.0;4.0;22.0;523.94;0.41;96.0;10.0;Cheshire West and Chester
UK120C;138006.0;31.0;39.0;99.7;37.8;2.0;3.0;25.0;425.66;0.22;88.0;13.0;Ipswich
UK121C;117109.0;53.0;72.0;103.8;40.2;2.0;2.0;25.0;472.4;0.09;86.0;10.0;Cheltenham
UK122C;129184.0;35.0;35.0;102.2;38.9;2.0;2.0;23.0;469.26;0.08;91.0;13.0;Gloucester
UK123C;121027.0;46.0;35.0;101.2;39.1;2.0;2.0;26.0;539.22;0.25;89.0;12.0;Bracknell Forest
UK124C;108331.0;29.0;70.0;104.8;44.8;2.0;4.0;26.0;456.54;0.09;95.0;9.0;Carlisle
UK125C;112056.0;39.0;35.0;99.3;37.2;2.0;9.0;24.0;449.41;0.27;85.0;14.0;Crawley
UK126C;96721.0;49.0;35.0;101.7;36.7;2.0;4.0;31.0;430.33;0.31946619217081795;80.0;14.0;Watford
UK127C;85396.0;23.0;35.0;101.1;42.2;2.0;4.0;27.0;443.23;0.31946619217081795;94.0;10.0;Gosport
UK128C;131159.0;56.0;35.0;104.9;42.2;2.0;3.0;15.0;537.23;0.31946619217081795;96.0;11.0;Eastleigh
UK129C;95480.0;42.0;35.0;98.3;38.3;2.0;3.0;21.0;502.44;0.31946619217081795;86.0;14.0;Rushmoor
UK130C;106772.0;41.0;35.0;100.7;41.3;2.0;4.0;20.0;527.51;0.31946619217081795;85.0;11.0;Rugby
UK131C;70184.0;18.0;35.0;102.8;37.4;2.0;4.0;34.0;464.14;0.31946619217081795;83.0;13.0;Corby
UK132C;100759.0;41.0;35.0;103.5;41.2;2.0;5.0;26.0;514.03;0.31946619217081795;91.0;12.0;Kettering
UK133C;78455.0;38.0;35.0;109.0;46.0;2.0;5.0;37.0;421.5;0.0;98.0;9.0;Inverclyde (Greenock)
UK134C;177310.0;42.0;93.0;107.2;43.1;2.0;5.0;35.0;434.7;0.23;95.0;10.0;Renfrewshire (Paisley)
UK135C;150588.0;3.360.377.358.490.560;35.0;103.6;37.7;22.370.283.018.867.900;5.0;30.0;434.88;0.13;95.0;13.0;Derry & Strabane Local Government District
